교차로명,시도,시군구,도로명,기타주소,도로등급,시행청,준공연도,교차로 유형,회전교차로 유형,로터리 유형,"스쿨존 내
위치여부",교차로 내 신호 여부,"접근로 진입부
양보선 여부",계,신규추가,누락추가,비고,위도,경도,NUMPOINTS
산내사거리,전라북도,정읍시,청정로,"1287","4",지자체,"2016",4지,2차로형,,,,O,,,,,35.566932,127.028553,"1"
도매시장오거리,전라북도,정읍시,황토현로,"1219","4",지자체,"2017",5지,2차로형,,,,O,,,,,35.586543,126.844537,"10"
과교삼거리,전라북도,정읍시,정읍남로,"1172","5",지자체,"2018",3지,2차로형,,,,O,,,,,35.550437,126.835389,"1"
매죽사거리,전라북도,정읍시,청정로,"909","4",지자체,"2018",4지,2차로형,,,,O,,,,,35.547211,127.022276,"1"
서문사거리,전라북도,남원시,의총로,"95","5",지자체,"2003",5지,2차로형,,,O,O,,,,,35.40931,127.376698,"8"
구역사삼거리,전라북도,남원시,충정로,"70","5",지자체,"2013",3지,2차로형,,,,O,,,,,35.413347,127.383286,"0"
남원의료원사거리,전라북도,남원시,황죽로,"53","5",행정안전부,"2017",4지,2차로형,,,,O,,,,,35.430211,127.406749,"0"
관광단지사거리,전라북도,남원시,양림길,"12","5",지자체,"2018",4지,1차로형,,,,O,,,,,35.403755,127.386429,"3"
쌍교동사거리,전라북도,남원시,동문로,"9","5",지자체,"2008",3지,1차로형,,O,,O,,,,,35.406551,127.385835,"0"
북남원IC교차로,전라북도,남원시,운교1길,"10","6",한국도로공사,"2015",4지,1차로형,,,,O,,,,,35.432821,127.328375,"0"
동남원IC교차로,전라북도,남원시,부절길,"1842","6",지자체,"2017",4지,1차로형,,,,O,,,,,35.472601,127.470037,"0"
인월사거리,전라북도,남원시,인월로,"100","5",행정안전부,"2013",4지,1차로형,,,,O,,,,,35.461837,127.605448,"0"
노암사거리,전라북도,남원시,쑥고개로,"50","5",행정안전부,"2018",4지,2차로형,,,,O,,,,,35.396955,127.379983,"2"
축천교 앞 오거리,전라북도,남원시,구암길,"5","5",지자체,"2019",5지,2차로형,,,,O,,,,,35.419788,127.382372,"2"
주생 소지사거리,전라북도,남원시,소지길,112-6,"6",지자체,"2019",4지,2차로형,,,,O,1,"1",,,35.382092,127.328701,"4"
경찰서앞 오거리,전라북도,김제시,중앙로,"213","5",지자체,"2008",5지,2차로형,,,,O,,,,,35.798145,126.896029,"8"
시청앞 오거리,전라북도,김제시,향교길,"206","5",지자체,"2009",5지,2차로형,,,,O,,,,,35.80542,126.883295,"5"
구산사거리,전라북도,김제시,동서로,"144","5",지자체,"2010",4지,2차로형,,,,O,,,,,35.798394,126.884927,"7"
금산 성암사거리,전라북도,김제시,금산사로,"38","4",행정안전부,"2011",4지,2차로형,,O,,O,,,,,35.719269,126.995329,"1"
김제 I.C 사거리,전라북도,김제시,금백로,"4","4",행정안전부,"2012",4지,2차로형,,,,O,,,,,35.780748,127.004432,"4"
낙수교차로 사거리,전라북도,김제시,봉남로,"1","4",지자체,"2014",4지,,"2차로형
(전환중)",,,O,,,,,35.728276,126.992344,"1"
황산파출소 사거리,전라북도,김제시,용마로,"124","4",행정안전부,"2015",4지,2차로형,,,,O,,,,,35.797277,126.948073,"1"
성산공원 사거리,전라북도,김제시,성산길,"97","5",지자체,"2017",4지,2차로형,,,,O,,,,,35.801927,126.881075,"4"
백산면사무소 앞 사거리,전라북도,김제시,백산로,"31","4",지자체,"2017",4지,2차로형,,O,,O,,,,,35.827463,126.893038,"0"
신암마을 사거리,전라북도,김제시,신암길,"18","5",지자체,"2017",5지,2차로형,,,,O,,,,,35.837829,126.987228,"1"
금산면 용호삼거리,전라북도,김제시,원평로,"6","5",지자체,"2018",3지,1차로형,,,,O,,,,,35.795886,126.878564,"8"
중앙병원 사거리,전라북도,김제시,동서로,"79","4",지자체,"2018",4지,2차로형,,,,O,,,,,35.709651,126.990807,"0"
봉동교 회전교차로,전라북도,완주군,낙평신월1길,05월 03일,"6",행정안전부,"2014",4지,2차로형,,,,O,,,,,35.925868,127.164682,"1"
장기삼거리 회전교차로,전라북도,완주군,삼봉로,"965","6",행정안전부,"2012",3지,2차로형,,,,O,,,,,35.939273,127.168102,"3"
지방행정연수원 회전교차로,전라북도,완주군,농생명로,"100","6",지자체,"2017",4지,2차로형,,,,O,,,,,35.835175,127.023859,"1"
봉동 로터리,전라북도,완주군,봉동로,"157","6",지자체,"1985",4지,,"1차로
(전환중)",,,O,,,,,35.93928,127.168101,"3"
쌍다리 교차로,전라북도,진안군,상역로,"41","6",지자체,"2013",3지,,"1차로
(현행유지)",,,O,,,,,35.791866,127.427387,"2"
부귀  회전교차로,전라북도,진안군,부귀로,"256","6",행안부,"2017",3지,소형,,,,O,,,,,35.834577,127.355771,"0"
남광교차로,전라북도,진안군,진장로,"50","6",지자체,"2004",3지,1차로형,,,,O,,,,,35.79276,127.43679,"0"
마이교차로,전라북도,진안군,중앙로,"3","2",국토부,"2017",4지,2차로형,,,,O,,,,,35.789222,127.422435,"0"
대차회전교차로,전라북도,무주군,대차로,"11","6",행정안전부,"2010",3지,1차로형,,,,O,,,,,36.000101,127.644369,"0"
사정회전교차로,전라북도,무주군,단천로,"199","6",지자체,"2017",4지,1차로형,,,,O,,,,,36.009444,127.673229,"0"
적상회전교차로,전라북도,무주군,여용로,"328","6",국토부,"2005",3지,1차로형,,,,O,,,,,35.940921,127.659224,"0"
남동파출소사거리,전라북도,장수군,장천로,"194","8",지자체,"2014",4지,1차로형,,,,O,,,,,35.649269,127.518978,"1"
백화여고앞교차로,전라북도,장수군,백화로,"장계면 장계리
424-7","8",국토교통부,"2014",4지,1차로형,,O,,O,,,,,35.433908,127.350093,"0"
남동교차로,전라북도,장수군,장천로,"장수읍 두산리
산 61-8","8",지자체,"2014",4지,1차로형,,,,O,,,,,35.380954,127.305194,"0"
남양삼거리,전라북도,장수군,장천로,장수군 천천면 남양리 1077,"8",지자체,"2018",3지,1차로형,,,,O,1,,"1",,35.7127474,127.5217252,"0"
장계면사무소앞교차로,전라북도,장수군,백화로,장수군 장계면 장계리 825,"8",국토교통부,"2020",5지,1차로형,,,,O,1,"1",,,35.73145123,127.5887839,"2"
관촌교차로,전라북도,임실군,사선로,"23","4",행정안전부,"2013",4지,1차로형,,,,O,,,,,35.67183,127.269771,"0"
관촌삼거리,전라북도,임실군,사선로,"83","8",지자체,"2012",3지,1차로형,,,,O,,,,,35.677746,127.268044,"1"
임실봉황인재학당,전라북도,임실군,봉황로,갈마리 294-30,군도,지자체,"2019",6지,2차로형,,,,O,1,"1",,,35.624446,127.291931,"0"
백산교차로,전라북도,순창군,,백산리 298-4,"4",지자체,"2014",4지,1차로형,,,,O,,,,,35.36935,127.11478,"2"
IC교차로,전라북도,순창군,,교성리 383,"4",국토부,"2016",4지,1차로형,,,,O,,,,,35.369254,127.139028,"1"
교성교차로,전라북도,순창군,,교성리 149-21,"4",지자체,"2014",3지,1차로형,,,,O,,,,,35.373328,127.132384,"0"
구림교차로,전라북도,순창군,,구림면 운남리 211-4,"4",전라북도,"2018",3지,1차로형,,,,O,,,,,35.451123,127.100416,"1"
이암교차로,전라북도,순창군,,구암리 607-2,"4",지자체,"2017",3지,1차로형,,,,O,,,,,35.437829,127.110328,"0"
연산교차로,전라북도,순창군,,동계면 현포리 396,"4",전라북도,"2012",4지,1차로형,,,,O,,,,,35.44395,127.244709,"2"
오산교차로,전라북도,순창군,,건곡리 155-5,"4",전라북도,"2018",3지,1차로형,,,,O,,,,,35.361885,127.174879,"2"
쌍치교차로,전라북도,순창군,,순창군 쌍계리 371-9,"4",전라북도,"2017",4지,1차로형,,,,,,,,,35.500602,127.007848,"0"
월곡교차로,전라북도 ,고창군,월곡뉴타운2길,Jan-55,"4",지자체,"2006",3지,2차로형,,,,O,,,,,35.434689,126.715581,"0"
고인돌교차로,전라북도,고창군,녹두로,"953","4",행정안전부,"2010",5지,2차로형,,,,O,,,,,35.435182,126.653401,"1"
자룡교차로,전라북도,고창군,진암구시포로,"344","4",지자체,"2012",4지,2차로형,,,,O,,,,,35.43817,126.456183,"0"
성기교차로,전라북도,고창군,성기길 ,84-22,"4",지자체,"2013",4지,2차로형,,,,O,,,,,35.442543,126.591746,"1"
복분클러스트,전라북도,고창군,복분자로,"511","4",지자체,"2014",3지,2차로형,,,,O,,,,,35.505079,126.64356,"0"
복분클러스트,전라북도,고창군,복분자로,"511","8",지자체,"2014",3지,2차로형,,,,O,,,,,35.505417,126.646424,"1"
교회오거리,전라북도,고창군,공음대산로,"906","4",지자체,"2015",5지,2차로형,,,,O,,,,,35.341944,126.59719,"0"
해리교차로,전라북도,고창군,청해1길,"5","4",지자체,"2015",5지,1차로형,,,,O,,,,,35.460254,126.536767,"0"
궁산교차로,전라북도,고창군,팔형치길,"3","4",지자체,"2015",3지,2차로형,,,,O,,,,,35.481784,126.521323,"1"
고수교차로,전라북도,고창군,인성로,"476","6",지자체,"2016",4지,2차로형,,,,O,,,,,35.409129,126.672048,"0"
군청오거리,전라북도,고창군,중앙로,"245",기타(도시계획도로),지자체,"2016",5지,2차로형,,,,O,,,,,35.435083,126.702028,"2"
무장오거리,전라북도,고창군,학천로,"3","4",지자체,"2017",6지,1차로형,,,,O,,,,,35.414629,126.561324,"0"
터미널교차로,전라북도,고창군,중앙로,"182",기타(도시계획도로),지자체,"2018",4지,2차로형,,,,O,,,,,35.435319,126.695478,"1"
제하교차로,전라북도,고창군,제하길,"161","2",국토교통부,"2011",5지,2차로형,,,,O,1,,"1",,35.52292,126.711572,"3"
행안 삼간사거리 회전교차로,전라북도,부안군,,행안면 삼간리 373-4,"6",지자체,"2019",4지,1차로형,,,,O,1,"1",,,35.72963,126.696624,"13"
동진 장기오거리 회전교차로,전라북도,부안군,,동진면 장등리 89-11,"6",지자체,"2019",5지,1차로형,,,,O,1,"1",,,35.74307,126.768563,"3"
스포츠파크 회전교차로,전라북도,부안군,순환남로,"270","6",행정안전부,"2013",2지,1차로형,,,,O,,,,,35.699391,126.732938,"0"
봉덕회전교차로,전라북도,부안군,용암로,"106","6",행정안전부,"2011",4지,1차로형,,,,O,,,,,35.718907,126.74407,"2"
연곡회전교차로,전라북도,부안군,옹정로,"243","8",행정안전부,"2011",3지,1차로형,,,,O,,,,,35.709728,126.74294,"2"
행안농공단지 회전교차로,전라북도,부안군,부안농공단지길,"142","6",지자체,"2011",4지,1차로형,,,,O,,,,,35.738,126.719363,"1"
송정 회전교차로,전라북도,부안군,행안면,신기리 14-1,"2",국토부,"2014",3지,1차로형,,,,O,1,,"1",,35.728844,126.721498,"0"
행안초 회전교차로,전라북도,부안군,행안면,진동리 189-2,"2",국토부,"2014",3지,1차로형,,,,O,1,,"1",,35.717699,126.718684,"0"
스포츠파크 회전교차로(서),전라북도,부안군,행안면,대초리 415-3,"2",국토부,"2016",4지,1차로형,,,,O,1,,"1",,35.707345,126.706607,"0"
보안 영전 회전교차로,전라북도,부안군,보안면,영전리 525-5,"2",국토부,"2017",4지,1차로형,,,,O,1,,"1",,35.610708,126.668465,"1"
신기 회전교차로,전라북도,부안군,행안면,신기리 56-17,"2",국토부,"2017",3지,2차로형,,,,O,1,,"1",,35.723133,126.721915,"3"
상서 회전교차로,전라북도,부안군,상서면,가오리 480-1,"2",국토부,"2018",4지,1차로형,,,,O,1,,"1",,35.686705,126.678752,"2"
백산 평교 회전교차로,전라북도,부안군,백산면,평교리 848-7,"4",전라북도,"2015",4지,1차로형,,,,O,1,,"1",,35.706173,126.778289,"0"
주산 덕림 회전교차로,전라북도,부안군,주산면,덕림리 1089-1,"4",전라북도,"2016",4지,1차로형,,,,O,1,,"1",,35.676088,126.720317,"0"
주산 인천1 회전교차로,전라북도,부안군,주산면,덕림리 1410-1,"4",전라북도,"2016",4지,1차로형,,,,O,1,,"1",,35.667974,126.738377,"0"
주산 인천2 회전교차로,전라북도,부안군,주산면,덕림리 496-3,"4",전라북도,"2016",3지,1차로형,,,,O,1,,"1",,35.669222,126.734016,"0"
"신안비치팔레스
2차사거리",전라남도,목포시,청호로,"220","5",지자체,"2015",4지,1차로형,,,,O,,,,,34.809221,126.369941,"2"
신안수협사거리,전라남도,목포시,청호로,"219","5",지자체,"2018",4지,1차로형,,,,O,,,,,34.807071,126.367335,"2"
"시청앞 로터리
(제6호광장 교차로)",전라남도,여수시,시청로,학동 138,"5",여수시,"1978",4지,,"4차로
(전환중)",,,,,,,,34.761423,127.662941,"37"
여서동회전교차로,전라남도,여수시,여서로,여서동874,"5",여수시,"1990",5지,3차로형,,,,O,,,,,34.74861,127.699506,"0"
제8호광장 교차로,전라남도,여수시,문수로,여서동406,"5",여수시,"1990",4지,,"2차로
(전환중)",,,,,,,,34.756397,127.708721,"14"
한재회전교차로,전라남도,여수시,여서로,여서동403,"5",여수시,"1990",3지,2차로형,,,,O,,,,,34.749427,127.709894,"20"
흥화회전교차로,전라남도,여수시,허문정1길,문수동873,"5",여수시,"1990",7지,2차로형,,,,O,,,,,34.749883,127.695114,"1"
충무동로터리,전라남도,여수시,충무5길,충무동353,"5",여수시,"1995",6지,,"2차로
(전환중)",,,,,,,,34.742481,127.730717,"9"
중앙동로터리,전라남도,여수시,중앙로,중앙동730,"5",여수시,"1960",3지,,"3차로
(전환중)",,,,,,,,34.740009,127.736034,"15"
월산교차로,전라남도,여수시,서부로,"율촌면
 월산리 14503 ","5",전라남도,"2012",4지,,"2차로
(전환중)",,,,,,,,34.878657,127.567023,"0"
의료원 앞 회전교차로,전라남도,순천시,중앙로,증잉동 493,"3",행안부,"2017",5지,2차로형,,,,O,,,,,34.957223,127.484223,"19"
순천역 앞 회전교차로,전라남도,순천시,팔마로,조곡동 150,"5",순천시,"2018",5지,2차로형,,,,O,,,,,34.945568,127.501671,"24"
성동 회전교차로,전라남도,순천시,강남로,동외동 1122,"3",순천시,"2015",5지,2차로형,,,,O,,,,,34.955234,127.486953,"23"
도사 회전교차로,전라남도,순천시,호현1길,덕월동 219,"5",행안부,"2015",3지,1차로형,,,,O,,,,,34.924437,127.495491,"0"
남문 회전교차로,전라남도,순천시,강변로,오천동 647-9,"5",순천시,"2013",2지,1차로형,,,,O,1,,"1",,34.928162,127.501758,"1"
오천 회전교차로,전라남도,순천시,강변로,풍덕동 819-46,"5",순천시,"2019",3지,2차로형,,,,O,1,"1",,,34.937193,127.500338,"2"
남고문 교차로,전라남도,나주시,남고문로,남외2길415,"8",나주시,"1995",3지,1차로,,,,,,,,,35.029413,126.720339,"6"
반남 회전교차로,전라남도,나주시,고분로,흥덕리 2068,"4",나주시,"2011",4지,1차로형,,,,O,,,,,34.903465,126.653308,"3"
이동마을입구 교차로,전라남도,나주시,공산로,동촌리 5961,"2",국토부,"2016",4지,1차로형,,,,O,,,,,34.939754,126.58667,"0"
동강 교차로,전라남도,나주시,나주서부로,월량리 159,"2",국토부,"2016",4지,2차로형,,,,O,,,,,34.932475,126.573183,"1"
인동 회전교차로,전라남도,광양시,광양읍,인동리 422,"2",국토부,미상,4지,2로형,,,,O,,,,,34.970854,127.589483,"11"
칠성 회전교차로,전라남도,광양시,광양읍,칠성리 1401,"4","행안부, 광양시","2011",4지,2로형,,,,O,,,,,34.978902,127.582925,"4"
선소 회전교차로,전라남도,광양시,진월면,선소리 140,"2","행안부, 광양시","2013",4지,1로형,,,,,,,,,34.979289,127.756769,"2"
용강 회전교차로,전라남도,광양시,광양읍,목성리 50119,"5","행안부, 광양시","2014",4지,2로형,,,,O,,,,,34.974935,127.593134,"13"
부저 회전교차로,전라남도,광양시,봉강면,부저리 8352,"4",전라남도,"2016",4지,2로형,,,,O,,,,,35.013314,127.584859,"0"
용강 회전교차로,전라남도,광양시,광양읍,용강리820-59,"5",광양시,"2019",4지,2로형,,,,O,1,"1",,,34.971054,127.604751,"6"
담양읍 회전교차로,전라남도,담양군,담양읍 지침6길,"5","2",국토부,"2011",5지,2차로형,,,,O,,,,,35.314197,126.983672,"11"
만성 회전교차로,전라남도,담양군,담양읍 만성리,"4833","8",국토부,"2013",4지,2차로형,,,,O,,,,,35.326119,126.972786,"3"
종대 회전교차로,전라남도,담양군,담양읍 지침리,"14","8",국토부,"2014",3지,1차로형,,,,O,,,,,35.320408,126.991492,"1"
완동 회전교차로,전라남도,담양군,담양읍 죽향문화로,"287","2",국토부,"2015",5지,1차로형,,,,O,,,,,35.328906,126.977808,"0"
백동 회전교차로,전라남도,담양군,담양읍 무정로,"44","2",국토부,"2017",3지,1차로형,,,,O,,,,,35.308402,126.985625,"4"
죽녹원 후문 회전 교차로,전라남도,담양군,향교신흥길,"50","2",전라남도,"2018",4지,1차로형,,,,O,,,,,37.434625,128.337847,"0"
평지지구 회전 교차로,전라남도,담양군,무정면 무정로,"8186","2",국토부,"2018",3지,1차로형,,,,O,,,,,35.284311,127.057611,"0"
곡성경찰서 사거리,전라남도,곡성군,중앙로,"165","4","행안부, 지자체","2012",4지,1차로형,,,,O,,,,,35.283949,127.300103,"1"
5일시장 앞 사거리,전라남도,곡성군,곡성로,"853","4","행안부, 지자체","2013",4지,2차로형,,,,O,,,,,35.279743,127.297121,"6"
기차마을 사거리,전라남도,곡성군,곡성로,"903","4",농림축산식품부,"2015",4지,2차로형,,,,O,,,,,35.281896,127.302186,"5"
