"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치년도,관리기관명,관리기관전화번호,데이터기준일자
F7718,충청북도,청원구,일반국도,36,36번 국도,,,충청북도 청주시 청원구북이면 서당리 564-1,36.7224166700,127.5539167000,청주 청원 내수 서당리 564-1 서당1교 200M,1,80,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7719,충청북도,청원구,지방도,540,540번 지방도,,,충청북도 청주시 청원구 오창읍 탑리 84-4,36.7038611100,127.4567222000,청주 청원 오창읍 탑리 공항대교 앞,1,80,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7720,충청북도,청원구,일반국도,17,17번 국도,,,충청북도 청주시 청원구 오창읍 가곡리 28-1,36.7189444400,127.4713056000,청주 청원 오창읍 가곡리(괴정교),1,80,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7721,충청북도,충주시,일반국도,38,38번 국도,,,충청북도 충주시 엄정면 율능리 산38-1,37.0696944400,127.8794167000,충주시 엄정면 율능리 목계대교 500M전(충주 엄정 율능리 산38-1),1,80,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7722,충청북도,충주시,일반국도,38,38번 국도,,,충청북도 충주시 엄정면 율능리 산38-1,37.0686944400,127.8944167000,충주 엄정면 율능리 산38-1 목계대교 100M전,1,80,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7723,충청북도,제천시,지방도,82,82번 국지도,,,충청북도 제천시 산곡동 162-2,37.1007222200,128.1988333000,제천 산곡동 162-2 우리 충전소 맞은편,1,70,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7724,충청북도,제천시,일반국도,38,38번 국도,,,충청북도 제천시 두학동 905,37.1295363100,128.2417918000,제천 두학동 두학2교 앞,1,80,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7725,충청북도,제천시,일반국도,38,38번 국도,,,충청북도 제천시 백운면 원월리 303-1,37.1253448300,128.0119265000,제천 백운면 원월리 303-1,1,80,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7726,충청북도,음성군,일반국도,36,36번 국도,,,충청북도 음성군 원남면 상당리 624,36.8970901700,127.6777554000,음성 원남면 상당리,1,80,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7727,충청북도,단양군,일반국도,5,5번 국도,,,충청북도 단양군 매포읍 평동리 271-2,37.0340886500,128.3025119000,단양 매포읍 평동리 271-2 매포초교 앞,1,50,,,2,2014,충북지방경찰청,043-240-2651,2020-06-30
F7728,충청북도,보은군,일반국도,25,25번 국도,,,충청북도 보은군 장안면 장안리 459-5,36.4718611100,127.7790833000,보은 장안면 장안리 459-5 보청대로 예비군 훈련장 앞,1,60,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7729,충청북도,보은군,일반국도,25,25번 국도,,,충청북도 보은군 탄부면 임한리 135-11,36.4431111100,127.8072222000,보은군 탄부면 임한리 135-11 세일주유소앞,1,60,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7730,충청북도,10지구대,고속국도,40,40번 고속국도,,,충청북도 음성군 생극면 오생리 산59-1,36.9991111100,127.6416944000,음성 생거면 오생리 산59-1 평택~제천고속도로 75.1Km 하행선,1,100,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7731,충청북도,10지구대,고속국도,40,40번 고속국도,,,충청북도 충주시 신니면 문숭리 산17-4,37.0107777800,127.7093056000,충주 신니면 문숭리 산17-4 평택~제천고속도로 81.3Km 상행선,1,100,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7732,충청북도,10지구대,고속국도,45,45번 고속국도,,,경기도 양평군 강상면 송학리 1078-1,37.4737055600,127.4711417000,양평군 강상면 송학리 1078-1 중부내륙고속도로 295.8Km 상행선,1,100,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7733,충청북도,흥덕구,시도,-,주성로,,,충청북도 청주시 청원구 주중동 173-3,36.6723106100,127.4916833000,청주 청원구 주성로 223 주중초등학교앞,2,30,,,2,2014,충북지방경찰청,043-240-2651,2020-06-30
F7734,충청북도,흥덕구,일반국도,36,36번 국도,,,충청북도 청주시 흥덕구 석소동 43-8,36.6221750000,127.3799850000,청주 흥덕구 석소동 석소편의점 앞,2,70,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7735,충청북도,흥덕구,일반국도,36,36번 국도,,,충청북도 청주시 흥덕구 오송읍 오송리 246-78,36.6103960000,127.3262760000,청주 흥덕구 오송리 246-78 오송농협 앞,2,60,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7736,충청북도,흥덕구,일반국도,17,17번 국도,,,충청북도 청주시 서원구 남이면 외천리 60-1,36.5572610000,127.4319070000,청주 서원구 남이면 외천리 60-1 외천3가,2,60,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7737,충청북도,흥덕구,일반국도,17,17번 국도,,,충청북도 청주시 서원구 현도면 선동리 501-2,36.4865710000,127.4237640000,청주 서원구 현도면 선동리 501-2 선동삼거리,2,60,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7738,충청북도,상당구,시도,-,두꺼비로,,,충청북도 청주시 서원구 산남동 677,36.6107750000,127.4643610000,청주 서원 산남동 677 산남중학교 앞,2,30,,,2,2014,충북지방경찰청,043-240-2651,2020-06-30
F7739,충청북도,상당구,시도,-,구룡산로,,,충청북도 청주시 서원구 수곡동 335,36.6177181300,127.4769321000,청주 서원구 수곡동 355 한솔초교 정문 앞,2,30,,,2,2014,충북지방경찰청,043-240-2651,2020-06-30
F7740,충청북도,청원구,지방도,540,540번 지방도,,,충청북도 청주시 청원구 오창읍 각리 661,36.7106120000,127.4268780000,청주 청원구 오창읍 각리 가압장 교차로,2,60,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7741,충청북도,청원구,시도,-,제2순환로,,,충청북도 청주시 청원구 율량동 166,36.6624652200,127.5119396000,청주 청원 율량동 상리교차로,2,70,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7742,충청북도,청원구,시도,-,사직로,,,충청북도 청주시 서원구 사직동 166-3,36.6359220000,127.4793980000,청주 서원구 사직동 사직교차로,2,60,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7743,충청북도,충주시,일반국도,38,38번 국도,,,충청북도 충주시 산척면 영덕리 1677-1,37.0738450000,127.9458550000,충주 산척면 영덕리 1677-1 상영삼거리,2,80,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7744,충청북도,충주시,시도,-,중원대로,,,충청북도 충주시 달천동 398-2,36.9660340000,127.9066590000,충주 달천동 건국대학교 교차로,2,60,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7745,충청북도,충주시,시도,-,번영대로,,,충청북도 충주시 연수동 1228,36.9873342800,127.9367186000,충주 연수동 1236 주공2단지 앞,2,50,,,2,2014,충북지방경찰청,043-240-2651,2020-06-30
F7746,충청북도,제천시,일반국도,38,38번 국도,,,충청북도 제천시 봉양읍 원박리 280-5,37.1332070000,128.0866280000,제천 봉양읍 원박리 280-5 원박교차로,2,80,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7747,충청북도,영동군,일반국도,17,17번 국도,,,충청북도 영동군 영동읍 부용리 135-5,36.1654388700,127.7677980000,영동군 부용면 양가동 교차로,2,60,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7748,충청북도,괴산군,일반국도,34,34번 국도,,,충청북도 괴산군 괴산읍 대사리 188-4,36.7977090000,127.7814460000,괴산군 괴산읍 대사리 188-4 괴산고등학교 앞,2,60,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7749,충청북도,괴산군,일반국도,36,36번 국도,,,충청북도 증평군 증평읍 초중리 49-8,36.7833410000,127.5730030000,증평군 증평읍 초중리 초중대로 초중사거리,2,70,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F7750,충청북도,옥천군,일반국도,37,37번 국도,,,충청북도 옥천군 군서면 동평리 233-2,36.2707680000,127.5247410000,옥천군 군서면 동평리 233-2 동평교차로,2,80,,,99,2014,충북지방경찰청,043-240-2651,2020-06-30
F8195,충청북도,청원구,시도,-,1순환로,,,충청북도 청주시 서원구 개신동 41-19,36.6285690000,127.4623050000,청주 서원구 개신동 41-19 개신고가차로입구,1,60,,,99,2015,충북지방경찰청,043-240-2651,2020-06-30
F8196,충청북도,청원구,시도,-,1순환로,,,충청북도 청주시 서원구 개신동 산 10-3,36.6289410000,127.4623110000,청주 서원구 개신동 산 10-3 개신고가차로출구,1,60,,,99,2015,충북지방경찰청,043-240-2651,2020-06-30
F8197,충청북도,흥덕구,지방도,508,508번 지방도,,,충청북도 청주시 옥산면 국사리 1020,36.6858145400,127.3853155000,청주 옥산면 국사리 887-1,2,60,,,99,2015,충북지방경찰청,043-240-2651,2020-06-30
F8198,충청북도,괴산군,지방도,592,592번 지방도,,,충청북도 증평군 증평읍 용강리 1065-1,36.7782430000,127.5994210000,증평 증평읍 용강리 1065-1,2,70,,,99,2015,충북지방경찰청,043-240-2651,2020-06-30
F8428,충청북도,진천군,일반국도,21,21번 국도,,,충청북도 진천군 광혜원면 광혜원리 673-13,36.9832820000,127.4343910000,충북 진천군 광혜원면 광혜원리 673_13 광혜원3단지 교차로(진천→안성),1,80,,,99,2015,충북지방경찰청,043-240-2651,2020-06-30
F8429,충청북도,진천군,일반국도,21,21번 국도,,,충청북도 진천군 덕산읍 옥동리 124-2,36.8975780000,127.5201570000,충북 진천군 덕산면 옥동리 124_2 현대오일뱅크 전방200M(진천→맹동),1,80,,,99,2015,충북지방경찰청,043-240-2651,2020-06-30
F8430,충청북도,진천군,일반국도,21,21번 국도,,,충청북도 진천군 덕산읍 옥동리 66-2,36.9032530000,127.5229530000,충북 진천군 덕산면 옥동리 66_2 과적검문소 전방200M(맹동→진천),1,80,,,99,2015,충북지방경찰청,043-240-2651,2020-06-30
F8431,충청북도,진천군,일반국도,17,17번 국도,,,충청북도 진천군 백곡면 구수리 629,36.8858000800,127.3378886000,충북 진천군 백곡면 구수리 519 개죽마을 앞(천안→진천),1,60,,,99,2015,충북지방경찰청,043-240-2651,2020-06-30
F8432,충청북도,진천군,일반국도,34,34번 국도,,,충청북도 진천군 초평면 용기리 86-2,36.7830810000,127.5482320000,진천군 초평면 용기리 86-2 용전교차로,1,80,,,99,2015,충북지방경찰청,043-240-2651,2020-06-30
F8433,충청북도,진천군,일반국도,34,34번 국도,,,충청북도 진천군 초평면 화산리 산 67-1,36.8064410000,127.5227810000,진천군 초평면 화산리 산 67-1 화산교차로 전 100M,1,80,,,99,2015,충북지방경찰청,043-240-2651,2020-06-30
F8434,충청북도,진천군,일반국도,34,34번 국도,,,충청북도 진천군 초평면 용정리 440-9,36.8419560000,127.5249450000,진천군 초평면 용정리 440-9 용정교차로 전 700M,1,80,,,99,2015,충북지방경찰청,043-240-2651,2020-06-30
F8806,충청북도,흥덕구,지방도,508,508번 지방도,,,충청북도 청주시 흥덕구 옥산면 국사리 708-1,36.6776111100,127.3973611000,청주 흥덕구 옥산면 국사리 708-1,1,70,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8807,충청북도,흥덕구,지방도,507,507번 지방도,,,충청북도 청주시 흥덕구 강내면 월탄리 253-3,36.6094722200,127.3518056000,청주 흥덕구 강내면 월탄리 253-3,1,70,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8808,충청북도,흥덕구,시도,-,3차 우회도로,,,충청북도 청주시 흥덕구 수의동 산 1-62,36.6210833300,127.3964854000,청주 흥덕구 수의동 산 1-62 3차 우회도로 강산촌분기점,1,80,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8809,충청북도,상당구,일반국도,19,19번 일반국도,,,충청북도 청주시 상당구 미원면 미원리 292-2,36.6366603900,127.6587876000,청주시 상당구 미원면 292-2 미원초등학교 앞 (스쿨존 단속),1,30,,,2,2016,충북지방경찰청,043-240-2651,2020-06-30
F8810,충청북도,상당구,시도,-,1순환로,,,충청북도 청주시 서원구 수곡동 961,36.6143982600,127.4726612000,청주 서원구 수곡로 3번길 40 기독교방송국 앞,1,60,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8811,충청북도,상당구,일반국도,19,19번 국도,,,충청북도 청주시 상당구 미원면 구방리 259-7,36.6651675600,127.6940884000,청주 상당구 미원면 구방리 259-7,1,60,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8812,충청북도,상당구,시도,-,중고개로,,,충청북도 청주시 상당구 금천동 315,36.6259444400,127.5101389000,청주 상당구 금천동 315 장자마을 부영 10단지 입구,1,60,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8813,충청북도,청원구,일반국도,17,17번 국도,,,충청북도 청주시 청원구 오동동 191-3,36.6950277800,127.4756111000,청주 청원구 오동동 191-3 오동교차로 앞,1,80,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8814,충청북도,청원구,시도,-,1 순환로,,,충청북도 청주시 청원구 율량동 2538,36.6630277800,127.5040556000,청주 청원구 율량동 2538 주중교회 앞 사거리,1,60,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8815,충청북도,충주시,일반국도,3,3번 국도,,,충청북도 충주시 수안보면 수회리 558-1,36.8785555600,127.9713333000,충주 수안보면 558-1 수회2교 전,1,80,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8816,충청북도,제천시,일반국도,38,38번 국도,,,충청북도 제천시 봉양읍 연박리 994-2,37.1342127100,128.1056311000,제천 봉양읍 연박(2)리 994-2 마곡 삼거리,1,80,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8817,충청북도,제천시,일반국도,38,38번 국도,,,충청북도 제천시 흑석동 394-1,37.1362510000,128.2481944000,제천 흑석동 394-1 두학3교,1,80,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8818,충청북도,음성군,일반국도,36,36번 국도,,,충청북도 음성군 원남면 보룡리 184-1,36.8860833300,127.6642778000,음성 원남면 보룡리 184-1 검도연수원 앞,1,80,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8819,충청북도,음성군,지방도,82,82번 지방도,,,충청북도 음성군 대소면 태생리 산26-7,36.9682183000,127.5062426000,충북 음성군 대소면 태생리 산26-7,1,70,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8820,충청북도,영동군,일반국도,19,19번 국도,,,충청북도 영동군 양강면 묘동리 286-2,36.1436111100,127.7475556000,영동 양강면 묘동리 286-2 성산아파트 앞,1,80,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8821,충청북도,괴산군,일반국도,37,37번 국도,,,충청북도 괴산군 소수면 수리 828-2,36.8637510000,127.7361389000,괴산 소수면 수리 828-2 궁굴교 150M 전,1,60,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8822,충청북도,괴산군,일반국도,36,36번 국도,,,충청북도 증평군 도안면 화성리 323-2,36.8005036800,127.6129869000,증평 도안면 화성리 323-5 울어바위마을 입구,1,80,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8823,충청북도,괴산군,일반국도,34,34번 국도,,,충청북도 괴산군 사리면 수암리 511-1,36.8051944400,127.6928611000,괴산 사리 수암리 511-1,1,80,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8824,충청북도,보은군,일반국도,19,19번 국도,,,충청북도 보은군 보은읍 금굴리 58-7,36.4576388900,127.7352222000,보은 보은읍 금굴리 58-6 금굴교차로,1,70,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8825,충청북도,옥천군,군도,-,동부로,,,충청북도 옥천군 옥천읍 장야리 17-1,36.2941935700,127.5855897000,옥천 옥천읍 장야리 17-1 옥천마트 앞,1,60,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8826,충청북도,옥천군,일반국도,37,37번 국도,,,충청북도 옥천군 군서면 월전리 산 12-9,36.3061064300,127.5491771000,옥천 군서면 월전리 산 12-9 월전교차로 앞,1,80,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8827,충청북도,옥천군,일반국도,4,4번 국도,,,충청북도 옥천군 이원면 이원리 740-4,36.2499140700,127.6329405000,옥천 이원면 이원3R,1,80,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
F8828,충청북도,진천군,지방도,510,510번 지방도,,,충청북도 진천군 초평면 용기리 691-4,36.7788387800,127.5508619000,진천 초평면 용기리 691-4 중부로 용기삼거리,1,80,,,99,2016,충북지방경찰청,043-240-2651,2020-06-30
